"ID","Name","Is_Closed","URL","Review_Count","Categories","Rating","Latitude","Longitude","Price","Address"
"eKPt-RkjXhJLyiqLvHze7w","Bonnie's Cafe","FALSE","https://www.yelp.com/biz/bonnies-cafe-glenwood-city?adjust_creative=QNZpjiWMh-xtTiixb79gYw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QNZpjiWMh-xtTiixb79gYw","1","Desserts | Breakfast & Brunch | American (Traditional)","5","45.05849","-92.17258","","106 E Oak St"
"_3zCrm9Pw9rCgyGM2hkCog","Fatboy's Eating & Drinking Emporium","FALSE","https://www.yelp.com/biz/fatboys-eating-and-drinking-emporium-boyceville?adjust_creative=QNZpjiWMh-xtTiixb79gYw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QNZpjiWMh-xtTiixb79gYw","2","Restaurants","5","45.04457","-92.04065","$","805 Main St"
"oFoklceVHfTJXaN_HGMEUQ","Downing Cafe & Bakery","FALSE","https://www.yelp.com/biz/downing-cafe-and-bakery-downing?adjust_creative=QNZpjiWMh-xtTiixb79gYw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QNZpjiWMh-xtTiixb79gYw","1","Bakeries | Cafes","4","45.0461845","-92.1336441","","306 Main St"
"zCPdk3Vw8Thjzgu4-pFfuA","Dairyland Cafe","FALSE","https://www.yelp.com/biz/dairyland-cafe-ridgeland?adjust_creative=QNZpjiWMh-xtTiixb79gYw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QNZpjiWMh-xtTiixb79gYw","2","Restaurants","5","45.2040939331055","-91.897575378418","","125 N Diamond St"
"3tbpsfQVAtw_BbUfqgZfvA","Gosnell's Packer Inn","FALSE","https://www.yelp.com/biz/gosnells-packer-inn-prairie-farm?adjust_creative=QNZpjiWMh-xtTiixb79gYw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QNZpjiWMh-xtTiixb79gYw","1","Bars | Burgers | Pizza","3","45.2374572753906","-91.9819412231445","","225 River Ave S"
"Ty7O9o-MdaWnkht4skL3aw","Sportsmen's Bar & Grill","FALSE","https://www.yelp.com/biz/sportsmens-bar-and-grill-ridgeland?adjust_creative=QNZpjiWMh-xtTiixb79gYw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QNZpjiWMh-xtTiixb79gYw","1","Bars | Burgers","4","45.2027029","-91.8971406","$","135 Diamond St"
"LfKdWLginfWv2AF1Amqqjw","Prairie Farm Cenex","FALSE","https://www.yelp.com/biz/prairie-farm-cenex-prairie-farm?adjust_creative=QNZpjiWMh-xtTiixb79gYw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QNZpjiWMh-xtTiixb79gYw","1","Convenience Stores | Gas Stations | Pizza","1","45.23642","-91.9813999","","310 River Ave S"
"inEtsPAQpkcNJ1neMpJPKg","Menomonie Family Restaurant","FALSE","https://www.yelp.com/biz/menomonie-family-restaurant-menomonie?adjust_creative=QNZpjiWMh-xtTiixb79gYw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QNZpjiWMh-xtTiixb79gYw","33","Breakfast & Brunch","4","44.914794","-91.929901","$","2616 Hils Ct"
"xaTozddkaGeg_VJzsQ_o3g","Los Cabos Mexican Grill","FALSE","https://www.yelp.com/biz/los-cabos-mexican-grill-menomonie?adjust_creative=QNZpjiWMh-xtTiixb79gYw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QNZpjiWMh-xtTiixb79gYw","16","Mexican","4","44.9121827358854","-91.9348812103271","$","2421 State Hwy 25 N"
"ZPcukfwMx3vepvZ-boy4ow","Stout Ale House","FALSE","https://www.yelp.com/biz/stout-ale-house-menomonie?adjust_creative=QNZpjiWMh-xtTiixb79gYw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QNZpjiWMh-xtTiixb79gYw","30","Sports Bars | American (Traditional)","2.5","44.90003","-91.93394","$$","1501 N Broadway St"
