"ID","Name","Is_Closed","URL","Review_Count","Categories","Rating","Latitude","Longitude","Price","Address"
"nqhDhcARuKUeiqPRm5N6jA","Dirty Oar","FALSE","https://www.yelp.com/biz/dirty-oar-nekoosa?adjust_creative=QNZpjiWMh-xtTiixb79gYw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QNZpjiWMh-xtTiixb79gYw","19","Steakhouses","4","44.1880283","-89.8935312","$$","1682 Apache Ln"
"F0byYs6-1K2PopdXxw7ZzQ","Lure Bar & Grill","FALSE","https://www.yelp.com/biz/lure-bar-and-grill-nekoosa?adjust_creative=QNZpjiWMh-xtTiixb79gYw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QNZpjiWMh-xtTiixb79gYw","20","Bars | American (Traditional)","3.5","44.1745871","-89.9017151","$$","1735 Archer Ln"
"FlXv_363nL0cmyM0mol_nA","Petenwell Pub","FALSE","https://www.yelp.com/biz/petenwell-pub-arkdale?adjust_creative=QNZpjiWMh-xtTiixb79gYw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QNZpjiWMh-xtTiixb79gYw","9","Pizza","4","44.1181102","-89.9476456","$","1951 Bighorn Dr"
"8t9g4qYU9GjtyGQfDCPRmw","Greenside Grille at Lake Arrowhead","FALSE","https://www.yelp.com/biz/greenside-grille-at-lake-arrowhead-nekoosa?adjust_creative=QNZpjiWMh-xtTiixb79gYw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QNZpjiWMh-xtTiixb79gYw","4","American (Traditional) | Music Venues | Lounges","5","44.19133","-89.8161316","","1195 Apache Ln"
"IL-fjc83ycdXBWu99Debvg","Trail's End Bar and Grill","FALSE","https://www.yelp.com/biz/trails-end-bar-and-grill-nekoosa?adjust_creative=QNZpjiWMh-xtTiixb79gYw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QNZpjiWMh-xtTiixb79gYw","20","Bars | American (Traditional)","3","44.22013","-89.85652","$$","1497 Alpine Dr"
"O-j8kZyUZfVDT-hjFsUllQ","Lake Sherwood Lodge","FALSE","https://www.yelp.com/biz/lake-sherwood-lodge-nekoosa-3?adjust_creative=QNZpjiWMh-xtTiixb79gYw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QNZpjiWMh-xtTiixb79gYw","4","Burgers | American (Traditional) | Sandwiches","4","44.2014370631089","-89.8066746521707","","1146 W Queens Way"
"A1LoacG-zk-2YdKCItS_fQ","Mo's Bar & Grill","FALSE","https://www.yelp.com/biz/mos-bar-and-grill-friendship-2?adjust_creative=QNZpjiWMh-xtTiixb79gYw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QNZpjiWMh-xtTiixb79gYw","7","Bars | Seafood","4.5","44.0615952000421","-89.8041363805532","$$","1348 State Hwy 13"
"JsO8spwEkYh77-K3yz2Q5A","3 Lakes Bistro","FALSE","https://www.yelp.com/biz/3-lakes-bistro-nekoosa-2?adjust_creative=QNZpjiWMh-xtTiixb79gYw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QNZpjiWMh-xtTiixb79gYw","6","American (Traditional)","4","44.2535798579812","-89.8103041672939","","386 State Highway 13"
"cHzruDW14e0U-uHqvgZmVQ","Moose Morgans North","FALSE","https://www.yelp.com/biz/moose-morgans-north-arkdale?adjust_creative=QNZpjiWMh-xtTiixb79gYw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QNZpjiWMh-xtTiixb79gYw","2","American (Traditional)","2.5","44.1266737","-89.8077833","$$","899 State Rd 13"
"0bQNKFJyUehzvQ6wHNvHbA","Friar Tuck's Pub & Grille","FALSE","https://www.yelp.com/biz/friar-tucks-pub-and-grille-nekoosa?adjust_creative=QNZpjiWMh-xtTiixb79gYw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QNZpjiWMh-xtTiixb79gYw","6","Restaurants","3","44.2017303407192","-89.8081167787313","$","382 State Highway 13"
"mAW26U1Vak8gGQ-eWWprMg","Romano's Pizzeria","FALSE","https://www.yelp.com/biz/romanos-pizzeria-nekoosa?adjust_creative=QNZpjiWMh-xtTiixb79gYw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QNZpjiWMh-xtTiixb79gYw","17","Pizza","3","44.247428894043","-89.8658981323242","$$","108 County Rd Z"
"cg49PsXSv3j9AzID8w9dOA","JB Country Restaurant","FALSE","https://www.yelp.com/biz/jb-country-restaurant-arkdale?adjust_creative=QNZpjiWMh-xtTiixb79gYw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QNZpjiWMh-xtTiixb79gYw","10","American (Traditional) | Breakfast & Brunch | Polish","5","44.04018","-89.93728","$","1898 State Rd 21"
"zJfEH4yKFRhJzAUgH1rY7Q","Shipwreck Bay","FALSE","https://www.yelp.com/biz/shipwreck-bay-mauston?adjust_creative=QNZpjiWMh-xtTiixb79gYw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QNZpjiWMh-xtTiixb79gYw","23","American (Traditional)","4","43.9008864015341","-90.0227297097445","$$","N7265 Shacks Rd"
"E7npbuytsIrcKxnxwBXlpQ","Spot In the Woods","FALSE","https://www.yelp.com/biz/spot-in-the-woods-friendship?adjust_creative=QNZpjiWMh-xtTiixb79gYw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QNZpjiWMh-xtTiixb79gYw","5","Bars | American (Traditional)","4","43.9753182203658","-89.8973647271133","$$","1940 17th Ct"
"DyDoxILuhava8f-pXJAIpg","Carlson's Rustic Ridge","FALSE","https://www.yelp.com/biz/carlsons-rustic-ridge-friendship?adjust_creative=QNZpjiWMh-xtTiixb79gYw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QNZpjiWMh-xtTiixb79gYw","21","American (Traditional) | Seafood | Hot Dogs","4","43.93257","-89.94571","$$","2230 Town Rd"
"hUKHJMxW4jCxEvnpOVBiZQ","Buckhorn Grill and Bar","FALSE","https://www.yelp.com/biz/buckhorn-grill-and-bar-necedah-2?adjust_creative=QNZpjiWMh-xtTiixb79gYw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QNZpjiWMh-xtTiixb79gYw","3","Bars | American (Traditional)","3.5","43.9484630963408","-90.0156288805101","","N8404 19th Ave"
"4SK34WGpc0uze7FLSrBsng","Splash Waterfront Bar & Grill","FALSE","https://www.yelp.com/biz/splash-waterfront-bar-and-grill-friendship?adjust_creative=QNZpjiWMh-xtTiixb79gYw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QNZpjiWMh-xtTiixb79gYw","19","American (Traditional) | Desserts | Bars","2.5","43.969184","-89.94691","$$","1947 Dakota Ln"
"TfgJ5gM1j-NSB6IBDVT0AA","Dellwood Pavillion","FALSE","https://www.yelp.com/biz/dellwood-pavillion-friendship?adjust_creative=QNZpjiWMh-xtTiixb79gYw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QNZpjiWMh-xtTiixb79gYw","5","Steakhouses | Fast Food | Sandwiches","4.5","43.9552732630977","-89.9391362644738","$","1907 Deerborn Ln"
"-_h8-R_6BtRR7UDUl3vN-g","J B Sales","FALSE","https://www.yelp.com/biz/j-b-sales-arkdale?adjust_creative=QNZpjiWMh-xtTiixb79gYw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QNZpjiWMh-xtTiixb79gYw","7","Polish | Gas Stations | Convenience Stores","3.5","44.04018","-89.93728","$","1898 State Rd 21"
"v2JY46P8lUGFCiXS8fpeYw","Moonshiners Old Mill Bar & Grill","FALSE","https://www.yelp.com/biz/moonshiners-old-mill-bar-and-grill-arkdale?adjust_creative=QNZpjiWMh-xtTiixb79gYw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QNZpjiWMh-xtTiixb79gYw","5","Bars | American (Traditional)","3","44.0297117","-89.8878177","$","1562 State Rd 21"
