"ID","Name","Is_Closed","URL","Review_Count","Categories","Rating","Latitude","Longitude","Price","Address"
"2SuLADnNt-u8bjBfcAr87w","Degreef Ends Here","FALSE","https://www.yelp.com/biz/degreef-ends-here-greenleaf?adjust_creative=QNZpjiWMh-xtTiixb79gYw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QNZpjiWMh-xtTiixb79gYw","5","American (Traditional)","5","44.2556992","-87.9523315","$","8245 County Rd W"
"PW-EAJyxVdbvpTohwOjUQg","Woodfire","FALSE","https://www.yelp.com/biz/woodfire-brillion?adjust_creative=QNZpjiWMh-xtTiixb79gYw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QNZpjiWMh-xtTiixb79gYw","3","Restaurants | Gun/Rifle Ranges","3","44.24285","-88.02265","","2687 Man Cal Rd"
"EQpr0FFTryddXQaKAIAytQ","The Evergreen Bar & Grill","FALSE","https://www.yelp.com/biz/the-evergreen-bar-and-grill-greenleaf?adjust_creative=QNZpjiWMh-xtTiixb79gYw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QNZpjiWMh-xtTiixb79gYw","3","Buffets | Dance Clubs | Sports Bars","2.5","44.3003712594509","-87.9885718971491","$$","7075 Morrison Rd"
"rtQcWlqLMoh3yxZiXIxkRw","Joy's Bonker Hill","FALSE","https://www.yelp.com/biz/joys-bonker-hill-maribel?adjust_creative=QNZpjiWMh-xtTiixb79gYw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QNZpjiWMh-xtTiixb79gYw","2","Bars | American (Traditional)","5","44.27931","-87.80754","","15018 Maribel Rd"
"xZEwbzVnA-rLtRt_-6ovuA","De Grand Family Restaurant","FALSE","https://www.yelp.com/biz/de-grand-family-restaurant-denmark?adjust_creative=QNZpjiWMh-xtTiixb79gYw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QNZpjiWMh-xtTiixb79gYw","14","Breakfast & Brunch | American (Traditional)","4","44.3461417","-87.8393286","$","623 Depere Rd"
"IRtPHb1LL5P0Jkzs6VCeWg","Susters Arcade","FALSE","https://www.yelp.com/biz/susters-arcade-denmark?adjust_creative=QNZpjiWMh-xtTiixb79gYw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QNZpjiWMh-xtTiixb79gYw","16","Venues & Event Spaces | Seafood | American (Traditional)","5","44.3486034","-87.8271806","$","117 N Wall St"
"UTAIK9dw4IbrOb6w1-45pA","Blossoms by Tammy Smits","FALSE","https://www.yelp.com/biz/blossoms-by-tammy-smits-denmark?adjust_creative=QNZpjiWMh-xtTiixb79gYw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QNZpjiWMh-xtTiixb79gYw","2","Florists | Coffee & Tea | Breakfast & Brunch","5","44.34536","-87.84191","$$","220 Bohemia Dr"
"wJ0mbYw5WoiaKxiNEayZvg","Basil's II","FALSE","https://www.yelp.com/biz/basils-ii-denmark?adjust_creative=QNZpjiWMh-xtTiixb79gYw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QNZpjiWMh-xtTiixb79gYw","12","American (Traditional) | Bars","4.5","44.371398","-87.784831","$","5595 S County Rd P"
"LLgNPCorg62pUa1jxQ-RPQ","Rookies Bar & Grill","FALSE","https://www.yelp.com/biz/rookies-bar-and-grill-denmark?adjust_creative=QNZpjiWMh-xtTiixb79gYw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QNZpjiWMh-xtTiixb79gYw","3","Bars | American (Traditional)","3.5","44.348015","-87.830292","","204 Green Bay Rd"
"aGUp2PK2BRdC8Yswxt3hrw","Iron Buffalo Saloon","FALSE","https://www.yelp.com/biz/iron-buffalo-saloon-reedsville?adjust_creative=QNZpjiWMh-xtTiixb79gYw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QNZpjiWMh-xtTiixb79gYw","4","Bars | Pizza","3","44.225495","-87.88184","$$","14936 County Rd K"
