"ID","Name","Is_Closed","URL","Review_Count","Categories","Rating","Latitude","Longitude","Price","Address"
"iqouTHyYIUJGP7gd4g05OA","Dock of Du Bay","FALSE","https://www.yelp.com/biz/dock-of-du-bay-junction-city?adjust_creative=QNZpjiWMh-xtTiixb79gYw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QNZpjiWMh-xtTiixb79gYw","5","American (Traditional) | Mexican","4","44.6772428833818","-89.6945510855458","$","4522 County Rd E"
"1sWlF_00un8f0miVdIFchQ","Mike & Betsy's Hiawatha","FALSE","https://www.yelp.com/biz/mike-and-betsys-hiawatha-junction-city?adjust_creative=QNZpjiWMh-xtTiixb79gYw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QNZpjiWMh-xtTiixb79gYw","3","Bars | Pizza","3.5","44.5905494689941","-89.7634506225586","$","817 Main St"
"lDkjuyD-z7ELhyACWm4bkA","Korner Kitchen","FALSE","https://www.yelp.com/biz/korner-kitchen-edgar-3?adjust_creative=QNZpjiWMh-xtTiixb79gYw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QNZpjiWMh-xtTiixb79gYw","4","American (New)","2.5","44.641788","-89.73674","$$","W 4890 Hwy H"
"0ptA5fZQF41ZtSzzqyhcCg","Greener's Reel 'Em Inn","FALSE","https://www.yelp.com/biz/greeners-reel-em-inn-sarona?adjust_creative=QNZpjiWMh-xtTiixb79gYw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QNZpjiWMh-xtTiixb79gYw","1","Barbeque | Sandwiches","4","44.635426","-89.718903","","N1410 County Hwy Md"
"gAgSfwQnKcBH4Wu9ybZbkA","Meyers Landing Restaurant","FALSE","https://www.yelp.com/biz/meyers-landing-restaurant-mosinee?adjust_creative=QNZpjiWMh-xtTiixb79gYw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QNZpjiWMh-xtTiixb79gYw","3","Restaurants","2.5","44.70971","-89.6978199","$$","1770 State Highway 34"
"FLfRhStJLoahBOw3X1EGtg","Tak Yee Products","FALSE","https://www.yelp.com/biz/tak-yee-products-stevens-point?adjust_creative=QNZpjiWMh-xtTiixb79gYw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QNZpjiWMh-xtTiixb79gYw","1","Chinese","4","44.4565734863281","-89.446418762207","","4477 County Road J"
"VzizrOlJZ_Dg0tOSx1gfQQ","Father Fats Public House","FALSE","https://www.yelp.com/biz/father-fats-public-house-stevens-point?adjust_creative=QNZpjiWMh-xtTiixb79gYw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QNZpjiWMh-xtTiixb79gYw","73","American (New) | Cocktail Bars","4.5","44.52229","-89.58501","$$","945 Clark St"
"SXHeCHmfChRPsF8MAVcrxg","Bullheads Bar & Grill","FALSE","https://www.yelp.com/biz/bullheads-bar-and-grill-stevens-point-4?adjust_creative=QNZpjiWMh-xtTiixb79gYw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QNZpjiWMh-xtTiixb79gYw","11","Gastropubs","3.5","44.63355","-89.63672","$$","3368 Campsite Dr"
"M4ppCz-HRkbt312-VHIZiw","Point After Pub & Grill","FALSE","https://www.yelp.com/biz/point-after-pub-and-grill-stevens-point?adjust_creative=QNZpjiWMh-xtTiixb79gYw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QNZpjiWMh-xtTiixb79gYw","51","American (New) | Pubs","4.5","44.5278","-89.58549","$","801 2nd St"
"SlreRWYGtOoKPof-6qNLTg","Rock N Roll Cafe","FALSE","https://www.yelp.com/biz/rock-n-roll-cafe-stevens-point-3?adjust_creative=QNZpjiWMh-xtTiixb79gYw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QNZpjiWMh-xtTiixb79gYw","23","American (Traditional) | Breakfast & Brunch | Sandwiches","4.5","44.5313983755904","-89.5594267174602","$","2801 Stanley St"
